time (days since 1610-01-01),wavelength (nm),irradiance (W/m^2/nm)
151757.0,4447.5,0.005535217467695475
151757.0,4452.5,0.0055220904760062695
151757.0,4457.5,0.005491537973284721
151757.0,4462.5,0.005463500507175922
151757.0,4467.5,0.005280073266476393
151757.0,4472.5,0.005316110327839851
151757.0,4477.5,0.005328061059117317
151757.0,4482.5,0.005348073318600655
151757.0,4487.5,0.005254783201962709
151757.0,4492.5,0.005298541393131018
151757.0,4497.5,0.005285217892378569
151757.0,4502.5,0.00524089066311717
151757.0,4507.5,0.005123170558363199
151757.0,4512.5,0.005203715525567532
151757.0,4517.5,0.00519590824842453
151757.0,4522.5,0.0051458594389259815
151757.0,4527.5,0.0050305211916565895
151757.0,4532.5,0.00504473689943552
151757.0,4537.5,0.005080175586044788
151757.0,4542.5,0.005053024273365736
151757.0,4547.5,0.005023959092795849
151757.0,4552.5,0.00498158996924758
151757.0,4557.5,0.005003233440220356
151757.0,4562.5,0.005006821360439062
151757.0,4567.5,0.0049414061941206455
151757.0,4572.5,0.004952126648277044
151757.0,4577.5,0.0049239955842494965
151757.0,4582.5,0.004861814435571432
151757.0,4587.5,0.0047761243768036366
151757.0,4592.5,0.004836464766412973
151757.0,4597.5,0.004785823170095682
151757.0,4602.5,0.004736808594316244
151757.0,4607.5,0.00476208608597517
151757.0,4612.5,0.004797249101102352
151757.0,4617.5,0.004720251075923443
151757.0,4622.5,0.004712185822427273
151757.0,4627.5,0.004698519129306078
151757.0,4632.5,0.0046988800168037415
151757.0,4637.5,0.004674193914979696
151757.0,4642.5,0.004681877791881561
151757.0,4647.5,0.004589306190609932
151757.0,4652.5,0.004491119645535946
151757.0,4657.5,0.004585083108395338
151757.0,4662.5,0.0045700678601861
151757.0,4667.5,0.004541773349046707
151757.0,4672.5,0.004561829846352339
151757.0,4677.5,0.004556837026029825
151757.0,4682.5,0.004522884264588356
151757.0,4687.5,0.004537153989076614
151757.0,4692.5,0.004497297573834658
151757.0,4697.5,0.004464589059352875
151757.0,4702.5,0.004489894490689039
151757.0,4707.5,0.004441921133548021
151757.0,4712.5,0.004390646703541279
151757.0,4717.5,0.00437104282900691
151757.0,4722.5,0.004427730105817318
151757.0,4727.5,0.004347379319369793
151757.0,4732.5,0.004354679957032204
151757.0,4737.5,0.004368525929749012
151757.0,4742.5,0.004341007675975561
151757.0,4747.5,0.004316217731684446
151757.0,4752.5,0.004277567844837904
151757.0,4757.5,0.004278615582734346
151757.0,4762.5,0.004263869486749172
151757.0,4767.5,0.004247903358191252
151757.0,4772.5,0.004208668600767851
151757.0,4777.5,0.004187061917036772
151757.0,4782.5,0.004198194481432438
151757.0,4787.5,0.004167832434177399
151757.0,4792.5,0.004142184741795063
151757.0,4797.5,0.00419109920039773
151757.0,4802.5,0.004074720200151205
151757.0,4807.5,0.004144677892327309
151757.0,4812.5,0.004083429463207722
151757.0,4817.5,0.00410897983238101
151757.0,4822.5,0.004063604865223169
151757.0,4827.5,0.004087924491614103
151757.0,4832.5,0.0040139127522706985
151757.0,4837.5,0.0040707895532250404
151757.0,4842.5,0.003993129823356867
151757.0,4847.5,0.004003983456641436
151757.0,4852.5,0.00396763626486063
151757.0,4857.5,0.003958776127547026
151757.0,4862.5,0.003933922853320837
151757.0,4867.5,0.0039054665248841047
151757.0,4872.5,0.0038973367772996426
151757.0,4877.5,0.0038810409605503082
151757.0,4882.5,0.003886888734996319
151757.0,4887.5,0.003870347049087286
151757.0,4892.5,0.003885537851601839
151757.0,4897.5,0.0038286864291876554
151757.0,4902.5,0.003892808221280575
151757.0,4907.5,0.0037618372589349747
151757.0,4912.5,0.0038316897116601467
151757.0,4917.5,0.003754550591111183
151757.0,4922.5,0.003802267601713538
151757.0,4927.5,0.003727989736944437
151757.0,4932.5,0.0037573243025690317
151757.0,4937.5,0.0036975678522139788
151757.0,4942.5,0.003698865184560418
151757.0,4947.5,0.003680296242237091
151757.0,4952.5,0.0037131691351532936
151757.0,4957.5,0.0036471490748226643
151757.0,4962.5,0.0036479171831160784
151757.0,4967.5,0.003622794756665826
151757.0,4972.5,0.0036540450528264046
151757.0,4977.5,0.003603053744882345
151757.0,4982.5,0.0036070498172193766
151757.0,4987.5,0.003608656581491232
151757.0,4992.5,0.0035129894968122244
151757.0,4997.5,0.0035980220418423414
151757.0,5005.0,0.0035277563147246838
151757.0,5015.0,0.003507953369989991
151757.0,5025.0,0.003491413313895464
151757.0,5035.0,0.0034753624349832535
151757.0,5045.0,0.0034391460940241814
151757.0,5055.0,0.0034002908505499363
151757.0,5065.0,0.003395388601347804
151757.0,5075.0,0.0033504883758723736
151757.0,5085.0,0.003347285557538271
151757.0,5095.0,0.0033021713607013226
151757.0,5105.0,0.0032384805381298065
151757.0,5115.0,0.003276537172496319
151757.0,5125.0,0.0032456028275191784
151757.0,5135.0,0.003204873064532876
151757.0,5145.0,0.0031713780481368303
151757.0,5155.0,0.0031772551592439413
151757.0,5165.0,0.003152611665427685
151757.0,5175.0,0.003135362407192588
151757.0,5185.0,0.0030885222367942333
151757.0,5195.0,0.003088254714384675
151757.0,5205.0,0.003067069686949253
151757.0,5215.0,0.00301960832439363
151757.0,5225.0,0.0030139940790832043
151757.0,5235.0,0.002977959578856826
151757.0,5245.0,0.002963787643238902
151757.0,5255.0,0.0029423891101032495
151757.0,5265.0,0.00291950604878366
151757.0,5275.0,0.002930325921624899
151757.0,5285.0,0.002883200766518712
151757.0,5295.0,0.0028612951282411814
151757.0,5305.0,0.0028432735707610846
151757.0,5315.0,0.0028300767298787832
151757.0,5325.0,0.002804892836138606
151757.0,5335.0,0.0027850475162267685
151757.0,5345.0,0.002777686109766364
151757.0,5355.0,0.002734634792432189
151757.0,5365.0,0.0027332096360623837
151757.0,5375.0,0.002710354048758745
151757.0,5385.0,0.002691844245418906
151757.0,5395.0,0.0026751107070595026
151757.0,5405.0,0.002654987620189786
151757.0,5415.0,0.0026371979620307684
151757.0,5425.0,0.0026060256641358137
151757.0,5435.0,0.002591978060081601
151757.0,5445.0,0.0026026698760688305
151757.0,5455.0,0.0025485584046691656
151757.0,5465.0,0.0025312728248536587
151757.0,5475.0,0.002527561504393816
151757.0,5485.0,0.002517722314223647
151757.0,5495.0,0.0024866065941751003
151757.0,5505.0,0.0024881132412701845
151757.0,5515.0,0.0024542617611587048
151757.0,5525.0,0.002443044213578105
151757.0,5535.0,0.0024448097683489323
151757.0,5545.0,0.0023989062756299973
151757.0,5555.0,0.0023976729717105627
151757.0,5565.0,0.002383741084486246
151757.0,5575.0,0.0023718285374343395
151757.0,5585.0,0.0023407614789903164
151757.0,5595.0,0.002335471799597144
151757.0,5605.0,0.0023131424095481634
151757.0,5615.0,0.0023053723853081465
151757.0,5625.0,0.0022930323611944914
151757.0,5635.0,0.0022567734122276306
151757.0,5645.0,0.0022671876940876245
151757.0,5655.0,0.0022391981910914183
151757.0,5665.0,0.0022323578596115112
151757.0,5675.0,0.002212998690083623
151757.0,5685.0,0.0021993445698171854
151757.0,5695.0,0.0021786282304674387
151757.0,5705.0,0.002185787772759795
151757.0,5715.0,0.0021444312296807766
151757.0,5725.0,0.0021482384763658047
151757.0,5735.0,0.0021256268955767155
151757.0,5745.0,0.002121052937582135
151757.0,5755.0,0.002093786373734474
151757.0,5765.0,0.002094669733196497
151757.0,5775.0,0.00206604297272861
151757.0,5785.0,0.00207156571559608
151757.0,5795.0,0.002040023449808359
151757.0,5805.0,0.00204263674095273
151757.0,5815.0,0.002011677483096719
151757.0,5825.0,0.002013241173699498
151757.0,5835.0,0.001989285694435239
151757.0,5845.0,0.0019891418050974607
151757.0,5855.0,0.00196471787057817
151757.0,5865.0,0.001958318054676056
151757.0,5875.0,0.0019338123966008425
151757.0,5885.0,0.0019363121828064322
151757.0,5895.0,0.0019064657390117645
151757.0,5905.0,0.0019071466522291303
151757.0,5915.0,0.0018895930843427777
151757.0,5925.0,0.001882593147456646
151757.0,5935.0,0.0018658960470929742
151757.0,5945.0,0.0018536548595875502
151757.0,5955.0,0.001844483078457415
151757.0,5965.0,0.001836607581935823
151757.0,5975.0,0.0018237734911963344
151757.0,5985.0,0.0018105829367414117
151757.0,5995.0,0.0018020567949861288
151757.0,6005.0,0.001788646331988275
151757.0,6015.0,0.0017816900508478284
151757.0,6025.0,0.0017655707197263837
151757.0,6035.0,0.0017597659025341272
151757.0,6045.0,0.0017381435027346015
151757.0,6055.0,0.0017413581954315305
151757.0,6065.0,0.001716342056170106
151757.0,6075.0,0.0017169531201943755
151757.0,6085.0,0.0016974532045423985
151757.0,6095.0,0.001690642791800201
151757.0,6105.0,0.0016698326217010617
151757.0,6115.0,0.0016705660382285714
151757.0,6125.0,0.0016588818980380893
151757.0,6135.0,0.0016498027835041285
151757.0,6145.0,0.001644726493395865
151757.0,6155.0,0.0016268107574433088
151757.0,6165.0,0.0016242297133430839
151757.0,6175.0,0.0016066604293882847
151757.0,6185.0,0.0016030404949560761
151757.0,6195.0,0.0015892182709649205
151757.0,6205.0,0.0015814689686521888
151757.0,6215.0,0.0015714264009147882
151757.0,6225.0,0.0015523103065788746
151757.0,6235.0,0.0015536026330664754
151757.0,6245.0,0.001529933768324554
151757.0,6255.0,0.0015342036494985223
151757.0,6265.0,0.0015192952705547214
151757.0,6275.0,0.0015133150154724717
151757.0,6285.0,0.0015045235631987453
151757.0,6295.0,0.001493634656071663
151757.0,6305.0,0.0014844118850305676
151757.0,6315.0,0.0014758415054529905
151757.0,6325.0,0.0014698045561090112
151757.0,6335.0,0.0014593314845114946
151757.0,6345.0,0.001450595329515636
151757.0,6355.0,0.0014412294840440154
151757.0,6365.0,0.0014291433617472649
151757.0,6375.0,0.0014259658055379987
151757.0,6385.0,0.0014147830661386251
151757.0,6395.0,0.0014063420239835978
151757.0,6405.0,0.0013987277634441853
151757.0,6415.0,0.0013926137471571565
151757.0,6425.0,0.0013817081926390529
151757.0,6435.0,0.0013747221091762185
151757.0,6445.0,0.0013658279785886407
151757.0,6455.0,0.0013568029971793294
151757.0,6465.0,0.001349749625660479
151757.0,6475.0,0.0013362285681068897
151757.0,6485.0,0.001327242935076356
151757.0,6495.0,0.0013252322096377611
151757.0,6505.0,0.0013163588009774685
151757.0,6515.0,0.0013104670215398073
151757.0,6525.0,0.0013023077044636011
151757.0,6535.0,0.0012943004257977009
151757.0,6545.0,0.0012868717312812805
151757.0,6555.0,0.0012788234744220972
151757.0,6565.0,0.00127224822062999
151757.0,6575.0,0.0012639279011636972
151757.0,6585.0,0.0012570610269904137
151757.0,6595.0,0.0012498927535489202
151757.0,6605.0,0.0012412082869559526
151757.0,6615.0,0.00123487354721874
151757.0,6625.0,0.001227375352755189
151757.0,6635.0,0.001219580415636301
151757.0,6645.0,0.0012131915427744389
151757.0,6655.0,0.0012063209433108568
151757.0,6665.0,0.001199215417727828
151757.0,6675.0,0.0011918299132958055
151757.0,6685.0,0.001185546861961484
151757.0,6695.0,0.001177635625936091
151757.0,6705.0,0.0011698160087689757
151757.0,6715.0,0.001164745190180838
151757.0,6725.0,0.0011571318609640002
151757.0,6735.0,0.0011507068993523717
151757.0,6745.0,0.0011442882241681218
151757.0,6755.0,0.0011345098027959466
151757.0,6765.0,0.0011309088440611959
151757.0,6775.0,0.0011246342910453677
151757.0,6785.0,0.0011175022227689624
151757.0,6795.0,0.001111903926357627
151757.0,6805.0,0.0011052443878725171
151757.0,6815.0,0.0010979371145367622
151757.0,6825.0,0.0010926880640909076
151757.0,6835.0,0.0010866228258237243
151757.0,6845.0,0.0010807435028254986
151757.0,6855.0,0.0010741314617916942
151757.0,6865.0,0.0010682845022529364
151757.0,6875.0,0.0010622008703649044
151757.0,6885.0,0.0010556986089795828
151757.0,6895.0,0.001050054794177413
151757.0,6905.0,0.0010445333318784833
151757.0,6915.0,0.0010385423665866256
151757.0,6925.0,0.001032754429616034
151757.0,6935.0,0.0010270533384755254
151757.0,6945.0,0.0010204165009781718
151757.0,6955.0,0.0010153903858736157
151757.0,6965.0,0.0010098665952682495
151757.0,6975.0,0.001003995887003839
151757.0,6985.0,9.98578849248588E-4
151757.0,6995.0,9.931584354490042E-4
151757.0,7005.0,9.874728275462985E-4
151757.0,7015.0,9.785438887774944E-4
151757.0,7025.0,9.733881452120841E-4
151757.0,7035.0,9.717048960737884E-4
151757.0,7045.0,9.666142286732793E-4
151757.0,7055.0,9.613936999812722E-4
151757.0,7065.0,9.548946400173008E-4
151757.0,7075.0,9.511841926723719E-4
151757.0,7085.0,9.461157023906708E-4
151757.0,7095.0,9.411610080860555E-4
151757.0,7105.0,9.248561691492796E-4
151757.0,7115.0,9.269947186112404E-4
151757.0,7125.0,9.246276458725333E-4
151757.0,7135.0,9.201099164783955E-4
151757.0,7145.0,9.154522558674216E-4
151757.0,7155.0,9.0885377721861E-4
151757.0,7165.0,9.041554876603186E-4
151757.0,7175.0,8.99381993804127E-4
151757.0,7185.0,8.946182206273079E-4
151757.0,7195.0,8.879210217855871E-4
151757.0,7205.0,8.834278560243547E-4
151757.0,7215.0,8.786131511442363E-4
151757.0,7225.0,8.761173230595887E-4
151757.0,7235.0,8.714063442312181E-4
151757.0,7245.0,8.665015920996666E-4
151757.0,7255.0,8.602059097029269E-4
151757.0,7265.0,8.567498298361897E-4
151757.0,7275.0,8.481977274641395E-4
151757.0,7285.0,8.484382415190339E-4
151757.0,7295.0,8.420679369010031E-4
151757.0,7305.0,8.389410213567317E-4
151757.0,7315.0,8.355528116226196E-4
151757.0,7325.0,8.302276255562901E-4
151757.0,7335.0,8.248344529420137E-4
151757.0,7345.0,8.21725174318999E-4
151757.0,7355.0,8.170051733031869E-4
151757.0,7365.0,8.150090579874814E-4
151757.0,7375.0,7.994954939931631E-4
151757.0,7385.0,7.977698696777225E-4
151757.0,7395.0,7.95833591837436E-4
151757.0,7405.0,7.941992953419685E-4
151757.0,7415.0,7.948052370920777E-4
151757.0,7425.0,7.833597483113408E-4
151757.0,7435.0,7.817892474122345E-4
151757.0,7445.0,7.733924430795014E-4
151757.0,7455.0,7.688438636250794E-4
151757.0,7465.0,7.670021732337773E-4
151757.0,7475.0,7.661439012736082E-4
151757.0,7485.0,7.571229944005609E-4
151757.0,7495.0,7.576960488222539E-4
151757.0,7505.0,7.505998946726322E-4
151757.0,7515.0,7.505358662456274E-4
151757.0,7525.0,7.466700626537204E-4
151757.0,7535.0,7.428653771057725E-4
151757.0,7545.0,7.378484006039798E-4
151757.0,7555.0,7.348812068812549E-4
151757.0,7565.0,7.31102074496448E-4
151757.0,7575.0,7.267819019034505E-4
151757.0,7585.0,7.235409575514495E-4
151757.0,7595.0,7.198097882792354E-4
151757.0,7605.0,7.16040434781462E-4
151757.0,7615.0,7.122037350200117E-4
151757.0,7625.0,7.082999218255281E-4
151757.0,7635.0,7.043602527119219E-4
151757.0,7645.0,7.014129660092294E-4
151757.0,7655.0,6.976419244892895E-4
151757.0,7665.0,6.9420225918293E-4
151757.0,7675.0,6.906698690727353E-4
151757.0,7685.0,6.871553487144411E-4
151757.0,7695.0,6.83605729136616E-4
151757.0,7705.0,6.801089621149004E-4
151757.0,7715.0,6.763891433365643E-4
151757.0,7725.0,6.730550085194409E-4
151757.0,7735.0,6.698418292216957E-4
151757.0,7745.0,6.66482956148684E-4
151757.0,7755.0,6.63131067994982E-4
151757.0,7765.0,6.597561878152192E-4
151757.0,7775.0,6.564780487678945E-4
151757.0,7785.0,6.531604449264705E-4
151757.0,7795.0,6.499110022559762E-4
151757.0,7805.0,6.466834456659853E-4
151757.0,7815.0,6.433960516005754E-4
151757.0,7825.0,6.402150029316545E-4
151757.0,7835.0,6.370471674017608E-4
151757.0,7845.0,6.33792020380497E-4
151757.0,7855.0,6.307472358457744E-4
151757.0,7865.0,6.275887717492878E-4
151757.0,7875.0,6.244945107027888E-4
151757.0,7885.0,6.213596207089722E-4
151757.0,7895.0,6.178560433909297E-4
151757.0,7905.0,6.152229616418481E-4
151757.0,7915.0,6.121566402725875E-4
151757.0,7925.0,6.08864997047931E-4
151757.0,7935.0,6.061069434508681E-4
151757.0,7945.0,6.030339282006025E-4
151757.0,7955.0,6.000989815220237E-4
151757.0,7965.0,5.971210193820298E-4
151757.0,7975.0,5.94157085288316E-4
151757.0,7985.0,5.912313936278224E-4
151757.0,7995.0,5.883103585802019E-4
151757.0,8005.0,5.853992188349366E-4
151757.0,8015.0,5.824877880513668E-4
151757.0,8025.0,5.795528995804489E-4
151757.0,8035.0,5.767265683971345E-4
151757.0,8045.0,5.739612388424575E-4
151757.0,8055.0,5.712483543902636E-4
151757.0,8065.0,5.682646878995001E-4
151757.0,8075.0,5.648006917908788E-4
151757.0,8085.0,5.629449733532965E-4
151757.0,8095.0,5.601801676675677E-4
151757.0,8105.0,5.574391107074916E-4
151757.0,8115.0,5.547540495172143E-4
151757.0,8125.0,5.519932601600885E-4
151757.0,8135.0,5.493359640240669E-4
151757.0,8145.0,5.466966540552676E-4
151757.0,8155.0,5.440535023808479E-4
151757.0,8165.0,5.413913168013096E-4
151757.0,8175.0,5.383699899539351E-4
151757.0,8185.0,5.360169452615082E-4
151757.0,8195.0,5.336866597644985E-4
151757.0,8205.0,5.312137654982507E-4
151757.0,8215.0,5.286578671075404E-4
151757.0,8225.0,5.262144841253757E-4
151757.0,8235.0,5.236578290350735E-4
151757.0,8245.0,5.211866809986532E-4
151757.0,8255.0,5.187810747884214E-4
151757.0,8265.0,5.16291824169457E-4
151757.0,8275.0,5.139106651768088E-4
151757.0,8285.0,5.114147788845003E-4
151757.0,8295.0,5.090259364806116E-4
151757.0,8305.0,5.06631622556597E-4
151757.0,8315.0,5.040255491621792E-4
151757.0,8325.0,5.017966614104807E-4
151757.0,8335.0,4.994227783754468E-4
151757.0,8345.0,4.96569846291095E-4
151757.0,8355.0,4.94617794174701E-4
151757.0,8365.0,4.923626547679305E-4
151757.0,8375.0,4.897568724118173E-4
151757.0,8385.0,4.8773622256703675E-4
151757.0,8395.0,4.8546335892751813E-4
151757.0,8405.0,4.833271377719939E-4
151757.0,8415.0,4.810730752069503E-4
151757.0,8425.0,4.788242222275585E-4
151757.0,8435.0,4.7663337318226695E-4
151757.0,8445.0,4.743949684780091E-4
151757.0,8455.0,4.719567659776658E-4
151757.0,8465.0,4.700172576121986E-4
151757.0,8475.0,4.679011763073504E-4
151757.0,8485.0,4.6571585698984563E-4
151757.0,8495.0,4.6345393639057875E-4
151757.0,8505.0,4.613230121321976E-4
151757.0,8515.0,4.5925943413749337E-4
151757.0,8525.0,4.5715365558862686E-4
151757.0,8535.0,4.549483419395983E-4
151757.0,8545.0,4.528696008492261E-4
151757.0,8555.0,4.509346326813102E-4
151757.0,8565.0,4.4886168325319886E-4
151757.0,8575.0,4.4667930342257023E-4
151757.0,8585.0,4.4475463801063597E-4
151757.0,8595.0,4.426651285029948E-4
151757.0,8605.0,4.4068353599868715E-4
151757.0,8615.0,4.383761261124164E-4
151757.0,8625.0,4.366646462585777E-4
151757.0,8635.0,4.3453837861306965E-4
151757.0,8645.0,4.326811758801341E-4
151757.0,8655.0,4.3074353015981615E-4
151757.0,8665.0,4.287176707293838E-4
151757.0,8675.0,4.268426855560392E-4
151757.0,8685.0,4.248091718181968E-4
151757.0,8695.0,4.2292234138585627E-4
151757.0,8705.0,4.210039332974702E-4
151757.0,8715.0,4.191888147033751E-4
151757.0,8725.0,4.1721982415765524E-4
151757.0,8735.0,4.153190820943564E-4
151757.0,8745.0,4.134163318667561E-4
151757.0,8755.0,4.1140030953101814E-4
151757.0,8765.0,4.0956801967695355E-4
151757.0,8775.0,4.0791253559291363E-4
151757.0,8785.0,4.0609651478007436E-4
151757.0,8795.0,4.042752261739224E-4
151757.0,8805.0,4.0243822149932384E-4
151757.0,8815.0,4.007397801615298E-4
151757.0,8825.0,3.989847609773278E-4
151757.0,8835.0,3.972263657487929E-4
151757.0,8845.0,3.9544026367366314E-4
151757.0,8855.0,3.9372395258396864E-4
151757.0,8865.0,3.919207665603608E-4
151757.0,8875.0,3.887649509124458E-4
151757.0,8885.0,3.869605716317892E-4
151757.0,8895.0,3.86812404030934E-4
151757.0,8905.0,3.8507109275087714E-4
151757.0,8915.0,3.8338772719725966E-4
151757.0,8925.0,3.8161006523296237E-4
151757.0,8935.0,3.797303361352533E-4
151757.0,8945.0,3.78282304154709E-4
151757.0,8955.0,3.765934961847961E-4
151757.0,8965.0,3.748718008864671E-4
151757.0,8975.0,3.732024924829602E-4
151757.0,8985.0,3.71508183889091E-4
151757.0,8995.0,3.700067463796586E-4
151757.0,9005.0,3.684077237267047E-4
151757.0,9015.0,3.667452547233552E-4
151757.0,9025.0,3.6513200029730797E-4
151757.0,9035.0,3.6361708771437407E-4
151757.0,9045.0,3.6208625533618033E-4
151757.0,9055.0,3.605094680096954E-4
151757.0,9065.0,3.5893055610358715E-4
151757.0,9075.0,3.5742420004680753E-4
151757.0,9085.0,3.556317533366382E-4
151757.0,9095.0,3.5385190858505666E-4
151757.0,9105.0,3.5283490433357656E-4
151757.0,9115.0,3.513153933454305E-4
151757.0,9125.0,3.4957443131133914E-4
151757.0,9135.0,3.4753073123283684E-4
151757.0,9145.0,3.4676806535571814E-4
151757.0,9155.0,3.452083910815418E-4
151757.0,9165.0,3.437903360463679E-4
151757.0,9175.0,3.422628215048462E-4
151757.0,9185.0,3.408194170333445E-4
151757.0,9195.0,3.394402447156608E-4
151757.0,9205.0,3.3797507057897747E-4
151757.0,9215.0,3.364323347341269E-4
151757.0,9225.0,3.351356426719576E-4
151757.0,9235.0,3.3371534664183855E-4
151757.0,9245.0,3.3230215194635093E-4
151757.0,9255.0,3.308961750008166E-4
151757.0,9265.0,3.2930681481957436E-4
151757.0,9275.0,3.280893142800778E-4
151757.0,9285.0,3.267152642365545E-4
151757.0,9295.0,3.2528373412787914E-4
151757.0,9305.0,3.2397222821600735E-4
151757.0,9315.0,3.2260562875308096E-4
151757.0,9325.0,3.210549766663462E-4
151757.0,9335.0,3.1985901296138763E-4
151757.0,9345.0,3.1844977638684213E-4
151757.0,9355.0,3.172010474372655E-4
151757.0,9365.0,3.158662875648588E-4
151757.0,9375.0,3.145381051581353E-4
151757.0,9385.0,3.131707780994475E-4
151757.0,9395.0,3.1174469040706754E-4
151757.0,9405.0,3.105941868852824E-4
151757.0,9415.0,3.0930261709727347E-4
151757.0,9425.0,3.07997950585559E-4
151757.0,9435.0,3.067180223297328E-4
151757.0,9445.0,3.0540136503987014E-4
151757.0,9455.0,3.0416561639867723E-4
151757.0,9465.0,3.027627244591713E-4
151757.0,9475.0,3.0139912269078195E-4
151757.0,9485.0,3.003772289957851E-4
151757.0,9495.0,2.991259389091283E-4
151757.0,9505.0,2.9785625520162284E-4
151757.0,9515.0,2.96534359222278E-4
151757.0,9525.0,2.9539017123170197E-4
151757.0,9535.0,2.942233986686915E-4
151757.0,9545.0,2.9301640461198986E-4
151757.0,9555.0,2.918147365562618E-4
151757.0,9565.0,2.90277210297063E-4
151757.0,9575.0,2.8940264019183815E-4
151757.0,9585.0,2.882006228901446E-4
151757.0,9595.0,2.870517782866955E-4
151757.0,9605.0,2.8589641442522407E-4
151757.0,9615.0,2.847266150638461E-4
151757.0,9625.0,2.8357034898363054E-4
151757.0,9635.0,2.8243090491741896E-4
151757.0,9645.0,2.8128447593189776E-4
151757.0,9655.0,2.8014337294735014E-4
151757.0,9665.0,2.787874545902014E-4
151757.0,9675.0,2.77645536698401E-4
151757.0,9685.0,2.767146215774119E-4
151757.0,9695.0,2.756168833002448E-4
151757.0,9705.0,2.744650701060891E-4
151757.0,9715.0,2.733403234742582E-4
151757.0,9725.0,2.7135503478348255E-4
151757.0,9735.0,2.711071283556521E-4
151757.0,9745.0,2.6994477957487106E-4
151757.0,9755.0,2.688808017410338E-4
151757.0,9765.0,2.6784889632835984E-4
151757.0,9775.0,2.6676131528802216E-4
151757.0,9785.0,2.654534764587879E-4
151757.0,9795.0,2.6439898647367954E-4
151757.0,9805.0,2.634583506733179E-4
151757.0,9815.0,2.6245403569191694E-4
151757.0,9825.0,2.614225959405303E-4
151757.0,9835.0,2.6040791999548674E-4
151757.0,9845.0,2.5931786512956023E-4
151757.0,9855.0,2.583362511359155E-4
151757.0,9865.0,2.572529192548245E-4
151757.0,9875.0,2.563067537266761E-4
151757.0,9885.0,2.5526719400659204E-4
151757.0,9895.0,2.5430042296648026E-4
151757.0,9905.0,2.5329546770080924E-4
151757.0,9915.0,2.5197159266099334E-4
151757.0,9925.0,2.508412580937147E-4
151757.0,9935.0,2.5026744697242975E-4
151757.0,9945.0,2.4922125157900155E-4
151757.0,9955.0,2.482672280166298E-4
151757.0,9965.0,2.4725624825805426E-4
151757.0,9975.0,2.462527190800756E-4
151757.0,9985.0,2.454019559081644E-4
151757.0,9995.0,2.4444848531857133E-4
151757.0,10025.0,2.4159587337635458E-4
151757.0,10075.0,2.3686936765443534E-4
151757.0,10125.0,2.3235696426127106E-4
151757.0,10175.0,2.2791519586462528E-4
151757.0,10225.0,2.2347885533235967E-4
151757.0,10275.0,2.1932170784566551E-4
151757.0,10325.0,2.1516249398700893E-4
151757.0,10375.0,2.1104382176417857E-4
151757.0,10425.0,2.0689418306574225E-4
151757.0,10475.0,2.0326647791080177E-4
151757.0,10525.0,1.994152262341231E-4
151757.0,10575.0,1.9569630967453122E-4
151757.0,10625.0,1.9212078768759966E-4
151757.0,10675.0,1.8859613919630647E-4
151757.0,10725.0,1.851768756750971E-4
151757.0,10775.0,1.8180478946305811E-4
151757.0,10825.0,1.7835896869655699E-4
151757.0,10875.0,1.7523515271022916E-4
151757.0,10925.0,1.7212206148542464E-4
151757.0,10975.0,1.6904837684705853E-4
151757.0,11025.0,1.6603937547188252E-4
151757.0,11075.0,1.6303603479173034E-4
151757.0,11125.0,1.6033113934099674E-4
151757.0,11175.0,1.573195040691644E-4
151757.0,11225.0,1.5462300507351756E-4
151757.0,11275.0,1.5190732665359974E-4
151757.0,11325.0,1.4921619731467217E-4
151757.0,11375.0,1.467414986109361E-4
151757.0,11425.0,1.4421602827496827E-4
151757.0,11475.0,1.417685707565397E-4
151757.0,11525.0,1.3934247544966638E-4
151757.0,11575.0,1.370136596960947E-4
151757.0,11625.0,1.3460664195008576E-4
151757.0,11675.0,1.3241602573543787E-4
151757.0,11725.0,1.3020647747907788E-4
151757.0,11775.0,1.2786041770596057E-4
151757.0,11825.0,1.2589390098582953E-4
151757.0,11875.0,1.2386128946673125E-4
151757.0,11925.0,1.2166144733782858E-4
151757.0,11975.0,1.1978604015894234E-4
151757.0,12025.0,1.178487655124627E-4
151757.0,12075.0,1.158964223577641E-4
151757.0,12125.0,1.1402499512769282E-4
151757.0,12175.0,1.1232205724809319E-4
151757.0,12225.0,1.101911038858816E-4
151757.0,12275.0,1.0856953304028139E-4
151757.0,12325.0,1.0675853991415352E-4
151757.0,12375.0,1.0513469896977767E-4
151757.0,12425.0,1.0346568888053298E-4
151757.0,12475.0,1.0187462612520903E-4
151757.0,12525.0,1.0026134259533137E-4
151757.0,12575.0,9.870040230453014E-5
151757.0,12625.0,9.714706538943574E-5
151757.0,12675.0,9.561947808833793E-5
151757.0,12725.0,9.42248007049784E-5
151757.0,12775.0,9.271258750231937E-5
151757.0,12825.0,9.132047125604004E-5
151757.0,12875.0,8.990559581434354E-5
151757.0,12925.0,8.851398160913959E-5
151757.0,12975.0,8.715715375728905E-5
151757.0,13025.0,8.589115896029398E-5
151757.0,13075.0,8.44744427013211E-5
151757.0,13125.0,8.334925951203331E-5
151757.0,13175.0,8.203036850318313E-5
151757.0,13225.0,8.083901775535196E-5
151757.0,13275.0,7.963721873238683E-5
151757.0,13325.0,7.846085645724088E-5
151757.0,13375.0,7.729525532340631E-5
151757.0,13425.0,7.618839299539104E-5
151757.0,13475.0,7.509347051382065E-5
