time (days since 1610-01-01),wavelength (nm),irradiance (W/m^2/nm)
151757.0,757.5,1.246585726737976
151757.0,762.5,1.2386839389801025
151757.0,767.5,1.2068686485290527
151757.0,772.5,1.1996581554412842
151757.0,777.5,1.18851900100708
151757.0,782.5,1.180588722229004
151757.0,787.5,1.1715831756591797
151757.0,792.5,1.1373282670974731
151757.0,797.5,1.1432446241378784
151757.0,802.5,1.1207975149154663
151757.0,807.5,1.1074328422546387
151757.0,812.5,1.1024794578552246
151757.0,817.5,1.0805376768112183
151757.0,822.5,1.0643866062164307
151757.0,827.5,1.0635676383972168
151757.0,832.5,1.0376923084259033
151757.0,837.5,1.036421775817871
151757.0,842.5,1.0224014520645142
151757.0,847.5,1.0112261772155762
151757.0,852.5,0.9152631759643555
151757.0,857.5,0.9827728867530823
151757.0,862.5,0.9822164177894592
151757.0,867.5,0.9118685126304626
151757.0,872.5,0.9500576853752136
151757.0,877.5,0.9390372037887573
151757.0,882.5,0.929543137550354
151757.0,887.5,0.9224073886871338
151757.0,892.5,0.9157361388206482
151757.0,897.5,0.9122717380523682
151757.0,902.5,0.8810290098190308
151757.0,907.5,0.8788496851921082
151757.0,912.5,0.8791043758392334
151757.0,917.5,0.869203507900238
151757.0,922.5,0.8353303074836731
151757.0,927.5,0.8411623239517212
151757.0,932.5,0.843170166015625
151757.0,937.5,0.8309383988380432
151757.0,942.5,0.8037772178649902
151757.0,947.5,0.8157925009727478
151757.0,952.5,0.7947796583175659
151757.0,957.5,0.7909185886383057
151757.0,962.5,0.7857221364974976
151757.0,967.5,0.7772461175918579
151757.0,972.5,0.7710739970207214
151757.0,977.5,0.7638771533966064
151757.0,982.5,0.7599881887435913
151757.0,987.5,0.7486236095428467
151757.0,992.5,0.7437479496002197
151757.0,997.5,0.7356475591659546
151757.0,1002.5,0.7199565768241882
151757.0,1007.5,0.7022219896316528
151757.0,1012.5,0.7119344472885132
151757.0,1017.5,0.7065101861953735
151757.0,1022.5,0.6978492736816406
151757.0,1027.5,0.6918919682502747
151757.0,1032.5,0.679732084274292
151757.0,1037.5,0.6730854511260986
151757.0,1042.5,0.6694872975349426
151757.0,1047.5,0.657750129699707
151757.0,1052.5,0.654174268245697
151757.0,1057.5,0.6437814235687256
151757.0,1062.5,0.63714599609375
151757.0,1067.5,0.6179047226905823
151757.0,1072.5,0.6218668818473816
151757.0,1077.5,0.6113921999931335
151757.0,1082.5,0.5990586280822754
151757.0,1087.5,0.5944101810455322
151757.0,1092.5,0.5830672383308411
151757.0,1097.5,0.5784661173820496
151757.0,1102.5,0.5805533528327942
151757.0,1107.5,0.5805310010910034
151757.0,1112.5,0.5725865364074707
151757.0,1117.5,0.5668643712997437
151757.0,1122.5,0.5633354187011719
151757.0,1127.5,0.5537924766540527
151757.0,1132.5,0.5513522028923035
151757.0,1137.5,0.5434285402297974
151757.0,1142.5,0.5357549786567688
151757.0,1147.5,0.5362647771835327
151757.0,1152.5,0.5325992703437805
151757.0,1157.5,0.5245625376701355
151757.0,1162.5,0.5146664381027222
151757.0,1167.5,0.5121943354606628
151757.0,1172.5,0.5140535831451416
151757.0,1177.5,0.5004162788391113
151757.0,1182.5,0.49202677607536316
151757.0,1187.5,0.49260592460632324
151757.0,1192.5,0.4958621561527252
151757.0,1197.5,0.4766031503677368
151757.0,1202.5,0.47839170694351196
151757.0,1207.5,0.47628816962242126
151757.0,1212.5,0.4721423089504242
151757.0,1217.5,0.47179263830184937
151757.0,1222.5,0.4680764973163605
151757.0,1227.5,0.46059590578079224
151757.0,1232.5,0.45938995480537415
151757.0,1237.5,0.45474445819854736
151757.0,1242.5,0.4483834505081177
151757.0,1247.5,0.4473380446434021
151757.0,1252.5,0.4433998763561249
151757.0,1257.5,0.43705856800079346
151757.0,1262.5,0.4323594570159912
151757.0,1267.5,0.42969009280204773
151757.0,1272.5,0.42848750948905945
151757.0,1277.5,0.422151118516922
151757.0,1282.5,0.3953065276145935
151757.0,1287.5,0.4145381450653076
151757.0,1292.5,0.4111255407333374
151757.0,1297.5,0.40984058380126953
151757.0,1302.5,0.4053950309753418
151757.0,1307.5,0.4030469059944153
151757.0,1312.5,0.39463043212890625
151757.0,1317.5,0.3901958167552948
151757.0,1322.5,0.3927241861820221
151757.0,1327.5,0.3853035867214203
151757.0,1332.5,0.3826017677783966
151757.0,1337.5,0.380460649728775
151757.0,1342.5,0.3782317042350769
151757.0,1347.5,0.3755866587162018
151757.0,1352.5,0.37096619606018066
151757.0,1357.5,0.36803653836250305
151757.0,1362.5,0.36464381217956543
151757.0,1367.5,0.3614765703678131
151757.0,1372.5,0.35805901885032654
151757.0,1377.5,0.3561473786830902
151757.0,1382.5,0.3538070321083069
151757.0,1387.5,0.3493655323982239
151757.0,1392.5,0.3467695116996765
151757.0,1397.5,0.343727707862854
151757.0,1402.5,0.34061118960380554
151757.0,1407.5,0.3378020226955414
151757.0,1412.5,0.3338603079319
151757.0,1417.5,0.333137184381485
151757.0,1422.5,0.32750946283340454
151757.0,1427.5,0.32419776916503906
151757.0,1432.5,0.3242623507976532
151757.0,1437.5,0.32164743542671204
151757.0,1442.5,0.3110479712486267
151757.0,1447.5,0.31612783670425415
151757.0,1452.5,0.30903804302215576
151757.0,1457.5,0.3086465299129486
151757.0,1462.5,0.30852413177490234
151757.0,1467.5,0.3052120804786682
151757.0,1472.5,0.30285173654556274
151757.0,1477.5,0.29947513341903687
151757.0,1482.5,0.2974557876586914
151757.0,1487.5,0.28537166118621826
151757.0,1492.5,0.2938450276851654
151757.0,1497.5,0.29039934277534485
151757.0,1502.5,0.2741300165653229
151757.0,1507.5,0.2818602919578552
151757.0,1512.5,0.28482574224472046
151757.0,1517.5,0.2825733423233032
151757.0,1522.5,0.27679726481437683
151757.0,1527.5,0.276786208152771
151757.0,1532.5,0.27605175971984863
151757.0,1537.5,0.27297890186309814
151757.0,1542.5,0.2724897563457489
151757.0,1547.5,0.26986604928970337
151757.0,1552.5,0.2648639976978302
151757.0,1557.5,0.2617798447608948
151757.0,1562.5,0.2595239281654358
151757.0,1567.5,0.2545585036277771
151757.0,1572.5,0.25542861223220825
151757.0,1577.5,0.24348783493041992
151757.0,1582.5,0.2476360946893692
151757.0,1587.5,0.24050886929035187
151757.0,1592.5,0.2446165680885315
151757.0,1597.5,0.24271352589130402
151757.0,1602.5,0.24146060645580292
151757.0,1607.5,0.24075761437416077
151757.0,1612.5,0.23879969120025635
151757.0,1617.5,0.23530738055706024
151757.0,1622.5,0.23310865461826324
151757.0,1627.5,0.23785051703453064
151757.0,1632.5,0.23298336565494537
151757.0,1637.5,0.22474074363708496
151757.0,1642.5,0.22161364555358887
151757.0,1647.5,0.2243914008140564
151757.0,1652.5,0.22169716656208038
151757.0,1657.5,0.22270196676254272
151757.0,1662.5,0.2216779738664627
151757.0,1667.5,0.21473067998886108
151757.0,1672.5,0.21459907293319702
151757.0,1677.5,0.2082861065864563
151757.0,1682.5,0.20519764721393585
151757.0,1687.5,0.20683640241622925
151757.0,1692.5,0.2082841694355011
151757.0,1697.5,0.20597751438617706
151757.0,1702.5,0.20264004170894623
151757.0,1707.5,0.20215195417404175
151757.0,1712.5,0.19613337516784668
151757.0,1717.5,0.1984548568725586
151757.0,1722.5,0.19345737993717194
151757.0,1727.5,0.19184939563274384
151757.0,1732.5,0.18301443755626678
151757.0,1737.5,0.1804066002368927
151757.0,1742.5,0.18334735929965973
151757.0,1747.5,0.18220075964927673
151757.0,1752.5,0.18188977241516113
151757.0,1757.5,0.18103715777397156
151757.0,1762.5,0.17698366940021515
151757.0,1767.5,0.1789052039384842
151757.0,1772.5,0.17427532374858856
151757.0,1777.5,0.17289121448993683
151757.0,1782.5,0.17069794237613678
151757.0,1787.5,0.17094682157039642
151757.0,1792.5,0.1673850119113922
151757.0,1797.5,0.1656205803155899
151757.0,1802.5,0.16314725577831268
151757.0,1807.5,0.16145794093608856
151757.0,1812.5,0.1579146385192871
151757.0,1817.5,0.15186232328414917
151757.0,1822.5,0.15563969314098358
151757.0,1827.5,0.15650975704193115
151757.0,1832.5,0.1559152752161026
151757.0,1837.5,0.1518353968858719
151757.0,1842.5,0.1491033285856247
151757.0,1847.5,0.14740119874477386
151757.0,1852.5,0.14947494864463806
151757.0,1857.5,0.1476343721151352
151757.0,1862.5,0.14776162803173065
151757.0,1867.5,0.145778626203537
151757.0,1872.5,0.13911031186580658
151757.0,1877.5,0.13006702065467834
151757.0,1882.5,0.1412932127714157
151757.0,1887.5,0.13886722922325134
151757.0,1892.5,0.13763073086738586
151757.0,1897.5,0.1366448700428009
151757.0,1902.5,0.13683074712753296
151757.0,1907.5,0.13586781919002533
151757.0,1912.5,0.13426463305950165
151757.0,1917.5,0.13253435492515564
151757.0,1922.5,0.1316683292388916
151757.0,1927.5,0.13043440878391266
151757.0,1932.5,0.1283056139945984
151757.0,1937.5,0.12690481543540955
151757.0,1942.5,0.12068497389554977
151757.0,1947.5,0.11823464184999466
151757.0,1952.5,0.12207406759262085
151757.0,1957.5,0.12370283156633377
151757.0,1962.5,0.12217807024717331
151757.0,1967.5,0.1224193349480629
151757.0,1972.5,0.11876407265663147
151757.0,1977.5,0.11792482435703278
151757.0,1982.5,0.11877597123384476
151757.0,1987.5,0.11612100154161453
151757.0,1992.5,0.11512285470962524
151757.0,1997.5,0.11496667563915253
151757.0,2002.5,0.11408183723688126
151757.0,2007.5,0.11325725167989731
151757.0,2012.5,0.11282707750797272
151757.0,2017.5,0.11188070476055145
151757.0,2022.5,0.11080121248960495
151757.0,2027.5,0.10953834652900696
151757.0,2032.5,0.10799144208431244
151757.0,2037.5,0.10726688802242279
151757.0,2042.5,0.10700594633817673
151757.0,2047.5,0.10593091696500778
151757.0,2052.5,0.10510684549808502
151757.0,2057.5,0.10412092506885529
151757.0,2062.5,0.10211759805679321
151757.0,2067.5,0.10236511379480362
151757.0,2072.5,0.1002253070473671
151757.0,2077.5,0.10068786889314651
151757.0,2082.5,0.09873588383197784
151757.0,2087.5,0.09872239828109741
151757.0,2092.5,0.09708264470100403
151757.0,2097.5,0.09696648269891739
151757.0,2102.5,0.09612076729536057
151757.0,2107.5,0.09300729632377625
151757.0,2112.5,0.09398115426301956
151757.0,2117.5,0.09252069890499115
151757.0,2122.5,0.09195124357938766
151757.0,2127.5,0.09191185235977173
151757.0,2132.5,0.09132861346006393
151757.0,2137.5,0.0896533653140068
151757.0,2142.5,0.0896020233631134
151757.0,2147.5,0.0887196958065033
151757.0,2152.5,0.08827069401741028
151757.0,2157.5,0.08734172582626343
151757.0,2162.5,0.08505967259407043
151757.0,2167.5,0.08082278072834015
151757.0,2172.5,0.08479861915111542
151757.0,2177.5,0.08385217934846878
151757.0,2182.5,0.083573117852211
151757.0,2187.5,0.08256468176841736
151757.0,2192.5,0.08261965215206146
151757.0,2197.5,0.08198972791433334
151757.0,2202.5,0.08145274966955185
151757.0,2207.5,0.0789245143532753
151757.0,2212.5,0.08019722998142242
151757.0,2217.5,0.07949348539113998
151757.0,2222.5,0.0788683071732521
151757.0,2227.5,0.07776312530040741
151757.0,2232.5,0.0776226595044136
151757.0,2237.5,0.07642526924610138
151757.0,2242.5,0.07617514580488205
151757.0,2247.5,0.07538168132305145
151757.0,2252.5,0.07446697354316711
151757.0,2257.5,0.07424940168857574
151757.0,2262.5,0.07272081822156906
151757.0,2267.5,0.0724363848567009
151757.0,2272.5,0.07235808670520782
151757.0,2277.5,0.0719841867685318
151757.0,2282.5,0.06999978423118591
151757.0,2287.5,0.0708041787147522
151757.0,2292.5,0.06951320171356201
151757.0,2297.5,0.06906980276107788
151757.0,2302.5,0.06888725608587265
151757.0,2307.5,0.0684034526348114
151757.0,2312.5,0.06782197207212448
151757.0,2317.5,0.06696650385856628
151757.0,2322.5,0.06597460806369781
151757.0,2327.5,0.06564395874738693
151757.0,2332.5,0.06533320993185043
151757.0,2337.5,0.06427925825119019
151757.0,2342.5,0.06463176012039185
151757.0,2347.5,0.06422585994005203
151757.0,2352.5,0.06272727996110916
151757.0,2357.5,0.06234122812747955
151757.0,2362.5,0.0624973438680172
151757.0,2367.5,0.06206467002630234
151757.0,2372.5,0.06166794151067734
151757.0,2377.5,0.06146784871816635
151757.0,2382.5,0.06020120158791542
151757.0,2387.5,0.05905904620885849
151757.0,2392.5,0.059836242347955704
151757.0,2397.5,0.059509728103876114
151757.0,2402.5,0.05912311375141144
151757.0,2407.5,0.05880257487297058
151757.0,2412.5,0.0580519400537014
151757.0,2417.5,0.057411860674619675
151757.0,2422.5,0.05727976933121681
151757.0,2427.5,0.056799422949552536
151757.0,2432.5,0.0564611554145813
151757.0,2437.5,0.05593128502368927
151757.0,2442.5,0.055718403309583664
151757.0,2447.5,0.05462067201733589
151757.0,2452.5,0.05447089672088623
151757.0,2457.5,0.05353786051273346
151757.0,2462.5,0.053868845105171204
151757.0,2467.5,0.05358654633164406
151757.0,2472.5,0.05296045169234276
151757.0,2477.5,0.05252870172262192
151757.0,2482.5,0.05085150524973869
151757.0,2487.5,0.050864968448877335
151757.0,2492.5,0.05135829374194145
151757.0,2497.5,0.05115782469511032
151757.0,2502.5,0.05075144022703171
151757.0,2507.5,0.0503663644194603
151757.0,2512.5,0.04960055276751518
151757.0,2517.5,0.049419939517974854
151757.0,2522.5,0.04922165721654892
151757.0,2527.5,0.048775482922792435
151757.0,2532.5,0.048553742468357086
151757.0,2537.5,0.04802481085062027
151757.0,2542.5,0.04605552554130554
151757.0,2547.5,0.047048408538103104
151757.0,2552.5,0.04647373780608177
151757.0,2557.5,0.046423427760601044
151757.0,2562.5,0.045441631227731705
151757.0,2567.5,0.04585012421011925
151757.0,2572.5,0.045581843703985214
151757.0,2577.5,0.045406047254800797
151757.0,2582.5,0.04474933445453644
151757.0,2587.5,0.04394587129354477
151757.0,2592.5,0.043846920132637024
151757.0,2597.5,0.0433892160654068
151757.0,2602.5,0.04340551793575287
151757.0,2607.5,0.043430302292108536
151757.0,2612.5,0.043149642646312714
151757.0,2617.5,0.04253917932510376
151757.0,2622.5,0.04125829413533211
151757.0,2627.5,0.03957008942961693
151757.0,2632.5,0.04156941547989845
151757.0,2637.5,0.04119562357664108
151757.0,2642.5,0.0408603735268116
151757.0,2647.5,0.04098467901349068
151757.0,2652.5,0.04053811728954315
151757.0,2657.5,0.040430597960948944
151757.0,2662.5,0.03989328816533089
151757.0,2667.5,0.039622049778699875
151757.0,2672.5,0.0397382415831089
151757.0,2677.5,0.03944239765405655
151757.0,2682.5,0.03914128243923187
151757.0,2687.5,0.03889157995581627
151757.0,2692.5,0.0385998971760273
151757.0,2697.5,0.038326196372509
151757.0,2702.5,0.03812439739704132
151757.0,2707.5,0.03779023885726929
151757.0,2712.5,0.03755708783864975
151757.0,2717.5,0.03750596195459366
151757.0,2722.5,0.03729265555739403
151757.0,2727.5,0.036971524357795715
151757.0,2732.5,0.036865707486867905
151757.0,2737.5,0.03637266159057617
151757.0,2742.5,0.03640834242105484
151757.0,2747.5,0.03609989210963249
151757.0,2752.5,0.03589145839214325
151757.0,2757.5,0.03545653447508812
151757.0,2762.5,0.03539302945137024
151757.0,2767.5,0.03510408103466034
151757.0,2772.5,0.03485555201768875
151757.0,2777.5,0.034646227955818176
151757.0,2782.5,0.034414153546094894
151757.0,2787.5,0.034270770847797394
151757.0,2792.5,0.03402478247880936
151757.0,2797.5,0.03384813666343689
151757.0,2802.5,0.03356070816516876
151757.0,2807.5,0.03338019922375679
151757.0,2812.5,0.0331631563603878
151757.0,2817.5,0.032953210175037384
151757.0,2822.5,0.03271401673555374
151757.0,2827.5,0.03251219913363457
151757.0,2832.5,0.03232715278863907
151757.0,2837.5,0.03213327378034592
151757.0,2842.5,0.031710054725408554
151757.0,2847.5,0.03170083090662956
151757.0,2852.5,0.03138062730431557
151757.0,2857.5,0.031240541487932205
151757.0,2862.5,0.03097357600927353
151757.0,2867.5,0.030775343999266624
151757.0,2872.5,0.03021537885069847
151757.0,2877.5,0.0303376205265522
151757.0,2882.5,0.030213341116905212
151757.0,2887.5,0.029884539544582367
151757.0,2892.5,0.029868008568882942
151757.0,2897.5,0.029680712148547173
151757.0,2902.5,0.029478004202246666
151757.0,2907.5,0.02923286333680153
151757.0,2912.5,0.02910439856350422
151757.0,2917.5,0.0288749560713768
151757.0,2922.5,0.028747493401169777
151757.0,2927.5,0.028453120961785316
151757.0,2932.5,0.02834813855588436
151757.0,2937.5,0.02811192348599434
151757.0,2942.5,0.028014011681079865
151757.0,2947.5,0.02784501388669014
151757.0,2952.5,0.027666926383972168
151757.0,2957.5,0.027499772608280182
151757.0,2962.5,0.027285072952508926
151757.0,2967.5,0.02712216228246689
151757.0,2972.5,0.02690950594842434
151757.0,2977.5,0.026782745495438576
151757.0,2982.5,0.02664697729051113
151757.0,2987.5,0.026444105431437492
151757.0,2992.5,0.026296420022845268
151757.0,2997.5,0.02607003226876259
151757.0,3002.5,0.02590034157037735
151757.0,3007.5,0.02579261176288128
151757.0,3012.5,0.025628862902522087
151757.0,3017.5,0.025442568585276604
151757.0,3022.5,0.025241995230317116
151757.0,3027.5,0.025099607184529305
151757.0,3032.5,0.02493062987923622
151757.0,3037.5,0.024504968896508217
151757.0,3042.5,0.02449897862970829
151757.0,3047.5,0.02444586716592312
151757.0,3052.5,0.024332772940397263
151757.0,3057.5,0.024222031235694885
151757.0,3062.5,0.02404117025434971
151757.0,3067.5,0.023932388052344322
151757.0,3072.5,0.02377200871706009
151757.0,3077.5,0.023651180788874626
151757.0,3082.5,0.023445431143045425
151757.0,3087.5,0.02327997237443924
151757.0,3092.5,0.02319958060979843
151757.0,3097.5,0.02305552363395691
151757.0,3102.5,0.022946862503886223
151757.0,3107.5,0.022781793028116226
151757.0,3112.5,0.0225631445646286
151757.0,3117.5,0.02227216586470604
151757.0,3122.5,0.022395404055714607
151757.0,3127.5,0.022150814533233643
151757.0,3132.5,0.02211146056652069
151757.0,3137.5,0.021966351196169853
151757.0,3142.5,0.021861959248781204
151757.0,3147.5,0.021715447306632996
151757.0,3152.5,0.021362656727433205
151757.0,3157.5,0.02145569585263729
151757.0,3162.5,0.021330084651708603
151757.0,3167.5,0.02121766470372677
151757.0,3172.5,0.02103506028652191
151757.0,3177.5,0.020962150767445564
151757.0,3182.5,0.020802229642868042
151757.0,3187.5,0.020707054063677788
151757.0,3192.5,0.020595967769622803
151757.0,3197.5,0.02047932706773281
151757.0,3202.5,0.02028745971620083
151757.0,3207.5,0.020218409597873688
151757.0,3212.5,0.020083414390683174
151757.0,3217.5,0.019909987226128578
151757.0,3222.5,0.01985718123614788
151757.0,3227.5,0.019749967381358147
151757.0,3232.5,0.01962638460099697
151757.0,3237.5,0.01952531561255455
151757.0,3242.5,0.019365565851330757
151757.0,3247.5,0.019311971962451935
151757.0,3252.5,0.019192170351743698
151757.0,3257.5,0.01908116787672043
151757.0,3262.5,0.018971282988786697
151757.0,3267.5,0.018846072256565094
151757.0,3272.5,0.01874944381415844
151757.0,3277.5,0.01858365908265114
151757.0,3282.5,0.018428541719913483
151757.0,3287.5,0.018343456089496613
151757.0,3292.5,0.018037760630249977
151757.0,3297.5,0.017745401710271835
151757.0,3302.5,0.017901625484228134
151757.0,3307.5,0.01792723499238491
151757.0,3312.5,0.017859794199466705
151757.0,3317.5,0.01741313748061657
151757.0,3322.5,0.01741299033164978
151757.0,3327.5,0.017556164413690567
151757.0,3332.5,0.017502551898360252
151757.0,3337.5,0.017352379858493805
151757.0,3342.5,0.01725050061941147
151757.0,3347.5,0.017196474596858025
151757.0,3352.5,0.01702970825135708
151757.0,3357.5,0.017004292458295822
151757.0,3362.5,0.01690506935119629
151757.0,3367.5,0.016781168058514595
151757.0,3372.5,0.0165737122297287
151757.0,3377.5,0.01659477688372135
151757.0,3382.5,0.016472740098834038
151757.0,3387.5,0.016417277976870537
151757.0,3392.5,0.016282066702842712
151757.0,3397.5,0.01600780338048935
151757.0,3402.5,0.015994712710380554
151757.0,3407.5,0.016007017344236374
151757.0,3412.5,0.015967359766364098
151757.0,3417.5,0.015763290226459503
151757.0,3422.5,0.015799690037965775
151757.0,3427.5,0.015666890889406204
151757.0,3432.5,0.015633778646588326
151757.0,3437.5,0.015518545173108578
151757.0,3442.5,0.015432484447956085
151757.0,3447.5,0.015359272249042988
151757.0,3452.5,0.01528751477599144
151757.0,3457.5,0.01516268402338028
151757.0,3462.5,0.015100053511559963
151757.0,3467.5,0.015005611814558506
151757.0,3472.5,0.014938694424927235
151757.0,3477.5,0.014888710342347622
151757.0,3482.5,0.014779762364923954
151757.0,3487.5,0.014701644890010357
151757.0,3492.5,0.014571473002433777
151757.0,3497.5,0.014535130001604557
151757.0,3502.5,0.01439938135445118
151757.0,3507.5,0.014374308288097382
151757.0,3512.5,0.014288237318396568
151757.0,3517.5,0.014201031066477299
151757.0,3522.5,0.014081993140280247
151757.0,3527.5,0.014064040035009384
151757.0,3532.5,0.013975701294839382
151757.0,3537.5,0.013865930959582329
151757.0,3542.5,0.013773663900792599
151757.0,3547.5,0.01378763746470213
151757.0,3552.5,0.013709476217627525
151757.0,3557.5,0.01360651571303606
151757.0,3562.5,0.013543577864766121
151757.0,3567.5,0.013493586331605911
151757.0,3572.5,0.013400588184595108
151757.0,3577.5,0.013300228863954544
151757.0,3582.5,0.013233658857643604
151757.0,3587.5,0.013189947232604027
151757.0,3592.5,0.013112049549818039
151757.0,3597.5,0.013051577843725681
151757.0,3602.5,0.012998300604522228
151757.0,3607.5,0.012920625507831573
151757.0,3612.5,0.012860478833317757
151757.0,3617.5,0.012799535878002644
151757.0,3622.5,0.012701408006250858
151757.0,3627.5,0.012659447267651558
151757.0,3632.5,0.012552384287118912
151757.0,3637.5,0.012460224330425262
151757.0,3642.5,0.012286818586289883
151757.0,3647.5,0.012357547879219055
151757.0,3652.5,0.012308845296502113
151757.0,3657.5,0.012185766361653805
151757.0,3662.5,0.012147250585258007
151757.0,3667.5,0.01207664329558611
151757.0,3672.5,0.01198467705398798
151757.0,3677.5,0.011793620884418488
151757.0,3682.5,0.011751130223274231
151757.0,3687.5,0.011849293485283852
151757.0,3692.5,0.011779074557125568
151757.0,3697.5,0.011541428975760937
151757.0,3702.5,0.011648817919194698
151757.0,3707.5,0.011544574052095413
151757.0,3712.5,0.011486239731311798
151757.0,3717.5,0.01139424555003643
151757.0,3722.5,0.0113615607842803
151757.0,3727.5,0.011307155713438988
151757.0,3732.5,0.011230358853936195
151757.0,3737.5,0.011065308935940266
151757.0,3742.5,0.010951611213386059
151757.0,3747.5,0.010977028869092464
151757.0,3752.5,0.011020909063518047
151757.0,3757.5,0.010983719490468502
151757.0,3762.5,0.010919074527919292
151757.0,3767.5,0.01087123528122902
151757.0,3772.5,0.010822655633091927
151757.0,3777.5,0.010770418681204319
151757.0,3782.5,0.010713485069572926
151757.0,3787.5,0.010675834491848946
151757.0,3792.5,0.010625654831528664
151757.0,3797.5,0.010579251684248447
151757.0,3802.5,0.010527593083679676
151757.0,3807.5,0.010489382781088352
151757.0,3812.5,0.01043599285185337
151757.0,3817.5,0.01038470771163702
151757.0,3822.5,0.010347050614655018
151757.0,3827.5,0.010307835415005684
151757.0,3832.5,0.010260635986924171
151757.0,3837.5,0.01018667034804821
151757.0,3842.5,0.010161778889596462
151757.0,3847.5,0.010132532566785812
151757.0,3852.5,0.010056521743535995
151757.0,3857.5,0.010013303719460964
151757.0,3862.5,0.009934868663549423
151757.0,3867.5,0.009421223774552345
151757.0,3872.5,0.009735972620546818
151757.0,3877.5,0.009820165112614632
151757.0,3882.5,0.009678896516561508
151757.0,3887.5,0.009536168538033962
151757.0,3892.5,0.009538711048662663
151757.0,3897.5,0.009491936303675175
151757.0,3902.5,0.009520119987428188
151757.0,3907.5,0.009406517259776592
151757.0,3912.5,0.009351146407425404
151757.0,3917.5,0.009470253251492977
151757.0,3922.5,0.009418565779924393
151757.0,3927.5,0.009368994273245335
151757.0,3932.5,0.00926139671355486
151757.0,3937.5,0.009277860634028912
151757.0,3942.5,0.009215633384883404
151757.0,3947.5,0.009182564914226532
151757.0,3952.5,0.009090716019272804
151757.0,3957.5,0.009093860164284706
151757.0,3962.5,0.00905655324459076
151757.0,3967.5,0.00892719067633152
151757.0,3972.5,0.008831198327243328
151757.0,3977.5,0.008863751776516438
151757.0,3982.5,0.008734463714063168
151757.0,3987.5,0.008610828779637814
151757.0,3992.5,0.008726120926439762
151757.0,3997.5,0.008564540185034275
151757.0,4002.5,0.008605647832155228
151757.0,4007.5,0.008604660630226135
151757.0,4012.5,0.008555307053029537
151757.0,4017.5,0.008507803082466125
151757.0,4022.5,0.008491188287734985
151757.0,4027.5,0.008469056338071823
151757.0,4032.5,0.008402836509048939
151757.0,4037.5,0.008372982032597065
151757.0,4042.5,0.008289755322039127
151757.0,4047.5,0.008274847641587257
151757.0,4052.5,0.007820994593203068
151757.0,4057.5,0.008108162321150303
151757.0,4062.5,0.008146208710968494
151757.0,4067.5,0.00811340007930994
151757.0,4072.5,0.008111374452710152
151757.0,4077.5,0.008077451959252357
151757.0,4082.5,0.008015359751880169
151757.0,4087.5,0.007952578365802765
151757.0,4092.5,0.007961289025843143
151757.0,4097.5,0.00792369432747364
151757.0,4102.5,0.007868201471865177
151757.0,4107.5,0.007844562642276287
151757.0,4112.5,0.0077524734660983086
151757.0,4117.5,0.007780411746352911
151757.0,4122.5,0.007739298976957798
151757.0,4127.5,0.0077087790705263615
151757.0,4132.5,0.0076270936988294125
151757.0,4137.5,0.007610077504068613
151757.0,4142.5,0.007552825380116701
151757.0,4147.5,0.007545030675828457
151757.0,4152.5,0.007517032325267792
151757.0,4157.5,0.007492817007005215
151757.0,4162.5,0.007459169719368219
151757.0,4167.5,0.007406666874885559
151757.0,4172.5,0.007383198477327824
151757.0,4177.5,0.007349928840994835
151757.0,4182.5,0.007271195761859417
151757.0,4187.5,0.007290751673281193
151757.0,4192.5,0.007200042717158794
151757.0,4197.5,0.007206946611404419
151757.0,4202.5,0.007040746975690126
151757.0,4207.5,0.006986129097640514
151757.0,4212.5,0.007121586706489325
151757.0,4217.5,0.0070912279188632965
151757.0,4222.5,0.007058155722916126
151757.0,4227.5,0.0070235831663012505
151757.0,4232.5,0.006984056904911995
151757.0,4237.5,0.006960101425647736
151757.0,4242.5,0.006923995912075043
151757.0,4247.5,0.0068874666467309
151757.0,4252.5,0.006849648430943489
151757.0,4257.5,0.006828308571130037
151757.0,4262.5,0.006792764645069838
151757.0,4267.5,0.006756397429853678
151757.0,4272.5,0.006731858476996422
151757.0,4277.5,0.006703434512019157
151757.0,4282.5,0.006671396549791098
151757.0,4287.5,0.006635055877268314
151757.0,4292.5,0.00656627444550395
151757.0,4297.5,0.006267111748456955
151757.0,4302.5,0.006368557922542095
151757.0,4307.5,0.006394256837666035
151757.0,4312.5,0.006355859339237213
151757.0,4317.5,0.006344047375023365
151757.0,4322.5,0.0063286698423326015
151757.0,4327.5,0.006292577832937241
151757.0,4332.5,0.0062375785782933235
151757.0,4337.5,0.006248881109058857
151757.0,4342.5,0.006201850716024637
151757.0,4347.5,0.006179330870509148
151757.0,4352.5,0.005857390351593494
151757.0,4357.5,0.006033267360180616
151757.0,4362.5,0.005945488344877958
151757.0,4367.5,0.005990919657051563
151757.0,4372.5,0.005922064650803804
151757.0,4377.5,0.005938886199146509
151757.0,4382.5,0.0059264651499688625
151757.0,4387.5,0.005903071258217096
151757.0,4392.5,0.005818251520395279
151757.0,4397.5,0.0058243595995008945
151757.0,4402.5,0.005787860136479139
151757.0,4407.5,0.0055870432406663895
151757.0,4412.5,0.0056275310926139355
151757.0,4417.5,0.005631248466670513
151757.0,4422.5,0.005635411012917757
151757.0,4427.5,0.005600524600595236
151757.0,4432.5,0.00556209497153759
151757.0,4437.5,0.005583241116255522
151757.0,4442.5,0.00552802300080657
