datetime,X
2015-03-17 07:41:00+00:00,20505.8
2015-03-17 07:42:00+00:00,20506.6
2015-03-17 07:43:00+00:00,20508.9
2015-03-17 07:44:00+00:00,20511.3
2015-03-17 07:45:00+00:00,20515.7
2015-03-17 07:46:00+00:00,20519.6
2015-03-17 07:47:00+00:00,20522.7
2015-03-17 07:48:00+00:00,20522.4
2015-03-17 07:49:00+00:00,20522.6
2015-03-17 07:50:00+00:00,20525.6
2015-03-17 07:51:00+00:00,20528.8
2015-03-17 07:52:00+00:00,20528.1
2015-03-17 07:53:00+00:00,20528.9
2015-03-17 07:54:00+00:00,20528.7
2015-03-17 07:55:00+00:00,20531.0
2015-03-17 07:56:00+00:00,20533.4
2015-03-17 07:57:00+00:00,20532.6
2015-03-17 07:58:00+00:00,20530.2
2015-03-17 07:59:00+00:00,20528.7
2015-03-17 08:00:00+00:00,20527.8
2015-03-17 08:01:00+00:00,20525.9
2015-03-17 08:02:00+00:00,20522.9
2015-03-17 08:03:00+00:00,20520.1
2015-03-17 08:04:00+00:00,20518.5
2015-03-17 08:05:00+00:00,20516.1
2015-03-17 08:06:00+00:00,20514.2
2015-03-17 08:07:00+00:00,20514.3
2015-03-17 08:08:00+00:00,20515.5
2015-03-17 08:09:00+00:00,20516.8
2015-03-17 08:10:00+00:00,20516.7
2015-03-17 08:11:00+00:00,20515.1
2015-03-17 08:12:00+00:00,20515.7
2015-03-17 08:13:00+00:00,20517.4
2015-03-17 08:14:00+00:00,20520.0
2015-03-17 08:15:00+00:00,20521.7
2015-03-17 08:16:00+00:00,20522.5
2015-03-17 08:17:00+00:00,20523.4
2015-03-17 08:18:00+00:00,20524.3
2015-03-17 08:19:00+00:00,20524.7
2015-03-17 08:20:00+00:00,20524.5
2015-03-17 08:21:00+00:00,20524.7
2015-03-17 08:22:00+00:00,20523.8
2015-03-17 08:23:00+00:00,20523.3
2015-03-17 08:24:00+00:00,20522.8
2015-03-17 08:25:00+00:00,20520.6
2015-03-17 08:26:00+00:00,20519.2
2015-03-17 08:27:00+00:00,20516.6
2015-03-17 08:28:00+00:00,20513.9
2015-03-17 08:29:00+00:00,20512.4
2015-03-17 08:30:00+00:00,20511.8
2015-03-17 08:31:00+00:00,20512.5
2015-03-17 08:32:00+00:00,20510.7
2015-03-17 08:33:00+00:00,20509.2
2015-03-17 08:34:00+00:00,20506.5
2015-03-17 08:35:00+00:00,20502.2
2015-03-17 08:36:00+00:00,20497.6
2015-03-17 08:37:00+00:00,20492.5
2015-03-17 08:38:00+00:00,20488.0
2015-03-17 08:39:00+00:00,20484.1
2015-03-17 08:40:00+00:00,20481.0
2015-03-17 08:41:00+00:00,20477.1
2015-03-17 08:42:00+00:00,20474.8
2015-03-17 08:43:00+00:00,20472.9
2015-03-17 08:44:00+00:00,20473.5
2015-03-17 08:45:00+00:00,20473.7
2015-03-17 08:46:00+00:00,20474.1
2015-03-17 08:47:00+00:00,20474.2
2015-03-17 08:48:00+00:00,20473.9
2015-03-17 08:49:00+00:00,20473.5
2015-03-17 08:50:00+00:00,20473.9
2015-03-17 08:51:00+00:00,20472.2
2015-03-17 08:52:00+00:00,20469.8
2015-03-17 08:53:00+00:00,20465.8
2015-03-17 08:54:00+00:00,20462.0
2015-03-17 08:55:00+00:00,20461.3
2015-03-17 08:56:00+00:00,20459.9
2015-03-17 08:57:00+00:00,20458.6
2015-03-17 08:58:00+00:00,20456.0
2015-03-17 08:59:00+00:00,20456.0
2015-03-17 09:00:00+00:00,20457.5
2015-03-17 09:01:00+00:00,20459.8
2015-03-17 09:02:00+00:00,20460.9
2015-03-17 09:03:00+00:00,20461.2
2015-03-17 09:04:00+00:00,20461.9
2015-03-17 09:05:00+00:00,20458.2
2015-03-17 09:06:00+00:00,20455.5
2015-03-17 09:07:00+00:00,20452.8
2015-03-17 09:08:00+00:00,20450.8
2015-03-17 09:09:00+00:00,20448.6
2015-03-17 09:10:00+00:00,20446.0
2015-03-17 09:11:00+00:00,20444.0
2015-03-17 09:12:00+00:00,20444.0
2015-03-17 09:13:00+00:00,20444.2
2015-03-17 09:14:00+00:00,20442.7
2015-03-17 09:15:00+00:00,20441.5
2015-03-17 09:16:00+00:00,20441.2
2015-03-17 09:17:00+00:00,20441.7
2015-03-17 09:18:00+00:00,20440.7
2015-03-17 09:19:00+00:00,20439.2
2015-03-17 09:20:00+00:00,20439.4
2015-03-17 09:21:00+00:00,20440.3
2015-03-17 09:22:00+00:00,20440.1
2015-03-17 09:23:00+00:00,20440.4
2015-03-17 09:24:00+00:00,20440.8
2015-03-17 09:25:00+00:00,20440.0
2015-03-17 09:26:00+00:00,20439.6
2015-03-17 09:27:00+00:00,20441.7
2015-03-17 09:28:00+00:00,20444.4
2015-03-17 09:29:00+00:00,20447.7
2015-03-17 09:30:00+00:00,20452.1
2015-03-17 09:31:00+00:00,20454.4
2015-03-17 09:32:00+00:00,20460.0
2015-03-17 09:33:00+00:00,20463.3
2015-03-17 09:34:00+00:00,20466.9
2015-03-17 09:35:00+00:00,20469.1
2015-03-17 09:36:00+00:00,20470.7
2015-03-17 09:37:00+00:00,20473.7
2015-03-17 09:38:00+00:00,20476.2
2015-03-17 09:39:00+00:00,20478.6
2015-03-17 09:40:00+00:00,20479.7
2015-03-17 09:41:00+00:00,20481.6
2015-03-17 09:42:00+00:00,20484.3
2015-03-17 09:43:00+00:00,20488.9
2015-03-17 09:44:00+00:00,20490.6
2015-03-17 09:45:00+00:00,20486.9
2015-03-17 09:46:00+00:00,20484.7
2015-03-17 09:47:00+00:00,20483.7
2015-03-17 09:48:00+00:00,20483.5
2015-03-17 09:49:00+00:00,20483.3
2015-03-17 09:50:00+00:00,20484.2
2015-03-17 09:51:00+00:00,20485.1
2015-03-17 09:52:00+00:00,20486.6
2015-03-17 09:53:00+00:00,20488.5
2015-03-17 09:54:00+00:00,20490.8
2015-03-17 09:55:00+00:00,20492.4
2015-03-17 09:56:00+00:00,20492.9
2015-03-17 09:57:00+00:00,20492.5
2015-03-17 09:58:00+00:00,20492.2
2015-03-17 09:59:00+00:00,20492.2
2015-03-17 10:00:00+00:00,20492.0
2015-03-17 10:01:00+00:00,20492.6
2015-03-17 10:02:00+00:00,20493.3
2015-03-17 10:03:00+00:00,20494.7
2015-03-17 10:04:00+00:00,20496.3
2015-03-17 10:05:00+00:00,20497.1
2015-03-17 10:06:00+00:00,20497.2
2015-03-17 10:07:00+00:00,20498.2
2015-03-17 10:08:00+00:00,20497.0
2015-03-17 10:09:00+00:00,20496.7
2015-03-17 10:10:00+00:00,20497.7
2015-03-17 10:11:00+00:00,20499.7
2015-03-17 10:12:00+00:00,20500.7
2015-03-17 10:13:00+00:00,20500.6
2015-03-17 10:14:00+00:00,20501.1
2015-03-17 10:15:00+00:00,20500.8
2015-03-17 10:16:00+00:00,20499.9
2015-03-17 10:17:00+00:00,20499.4
2015-03-17 10:18:00+00:00,20500.2
2015-03-17 10:19:00+00:00,20501.9
2015-03-17 10:20:00+00:00,20502.7
2015-03-17 10:21:00+00:00,20501.6
2015-03-17 10:22:00+00:00,20501.7
2015-03-17 10:23:00+00:00,20503.2
2015-03-17 10:24:00+00:00,20502.9
2015-03-17 10:25:00+00:00,20500.4
2015-03-17 10:26:00+00:00,20498.4
2015-03-17 10:27:00+00:00,20498.3
2015-03-17 10:28:00+00:00,20499.0
2015-03-17 10:29:00+00:00,20499.6
2015-03-17 10:30:00+00:00,20500.5
2015-03-17 10:31:00+00:00,20500.8
2015-03-17 10:32:00+00:00,20500.6
2015-03-17 10:33:00+00:00,20501.6
2015-03-17 10:34:00+00:00,20502.7
2015-03-17 10:35:00+00:00,20501.9
2015-03-17 10:36:00+00:00,20501.4
2015-03-17 10:37:00+00:00,20502.4
2015-03-17 10:38:00+00:00,20502.5
2015-03-17 10:39:00+00:00,20501.0
2015-03-17 10:40:00+00:00,20501.0
2015-03-17 10:41:00+00:00,20503.0
2015-03-17 10:42:00+00:00,20504.7
2015-03-17 10:43:00+00:00,20503.9
2015-03-17 10:44:00+00:00,20503.7
2015-03-17 10:45:00+00:00,20502.4
2015-03-17 10:46:00+00:00,20502.4
2015-03-17 10:47:00+00:00,20502.1
2015-03-17 10:48:00+00:00,20502.4
2015-03-17 10:49:00+00:00,20503.5
2015-03-17 10:50:00+00:00,20504.8
2015-03-17 10:51:00+00:00,20505.7
2015-03-17 10:52:00+00:00,20507.6
2015-03-17 10:53:00+00:00,20508.6
2015-03-17 10:54:00+00:00,20506.6
2015-03-17 10:55:00+00:00,20504.7
2015-03-17 10:56:00+00:00,20500.5
2015-03-17 10:57:00+00:00,20499.4
2015-03-17 10:58:00+00:00,20498.7
2015-03-17 10:59:00+00:00,20500.9
2015-03-17 11:00:00+00:00,20503.8
2015-03-17 11:01:00+00:00,20506.5
2015-03-17 11:02:00+00:00,20508.7
2015-03-17 11:03:00+00:00,20510.2
2015-03-17 11:04:00+00:00,20511.4
2015-03-17 11:05:00+00:00,20511.0
2015-03-17 11:06:00+00:00,20509.6
2015-03-17 11:07:00+00:00,20505.9
2015-03-17 11:08:00+00:00,20503.5
2015-03-17 11:09:00+00:00,20502.7
2015-03-17 11:10:00+00:00,20502.1
2015-03-17 11:11:00+00:00,20501.0
2015-03-17 11:12:00+00:00,20500.9
2015-03-17 11:13:00+00:00,20502.5
2015-03-17 11:14:00+00:00,20505.3
2015-03-17 11:15:00+00:00,20508.5
2015-03-17 11:16:00+00:00,20511.5
2015-03-17 11:17:00+00:00,20512.4
2015-03-17 11:18:00+00:00,20508.7
2015-03-17 11:19:00+00:00,20505.1
2015-03-17 11:20:00+00:00,20504.9
2015-03-17 11:21:00+00:00,20506.8
2015-03-17 11:22:00+00:00,20508.4
2015-03-17 11:23:00+00:00,20508.5
2015-03-17 11:24:00+00:00,20508.1
2015-03-17 11:25:00+00:00,20506.9
2015-03-17 11:26:00+00:00,20508.6
2015-03-17 11:27:00+00:00,20509.6
2015-03-17 11:28:00+00:00,20510.5
2015-03-17 11:29:00+00:00,20511.8
2015-03-17 11:30:00+00:00,20514.1
2015-03-17 11:31:00+00:00,20515.5
2015-03-17 11:32:00+00:00,20518.1
2015-03-17 11:33:00+00:00,20517.7
2015-03-17 11:34:00+00:00,20521.6
2015-03-17 11:35:00+00:00,20524.2
2015-03-17 11:36:00+00:00,20525.1
2015-03-17 11:37:00+00:00,20527.5
2015-03-17 11:38:00+00:00,20529.1
2015-03-17 11:39:00+00:00,20528.7
2015-03-17 11:40:00+00:00,20528.0
2015-03-17 11:41:00+00:00,20527.1
2015-03-17 11:42:00+00:00,20528.1
2015-03-17 11:43:00+00:00,20528.6
2015-03-17 11:44:00+00:00,20527.1
2015-03-17 11:45:00+00:00,20526.3
2015-03-17 11:46:00+00:00,20523.3
2015-03-17 11:47:00+00:00,20526.0
2015-03-17 11:48:00+00:00,20523.0
2015-03-17 11:49:00+00:00,20522.2
2015-03-17 11:50:00+00:00,20522.7
2015-03-17 11:51:00+00:00,20521.9
